"Query","E-bill Pre-enrollment Part 1","E-bill Pre-enrollment Part 2","E-bill Pre-enrollment Part 3","E-Bill TEMP T&C1","E-Billing T&C 1","E-Billing T&C 2","MOVE - Move In"
"6413720177087691616","","","","","","","1"
"6413720241512201103","1","1","1","1","","1","1"
"6413720739661284523","1","","","","","","1"
"6413720889993533379","","","","","","","1"
"6413720971589518714","1","1","1","","","","1"
"6413721151978145368","1","","","","","","1"
"6413721362431543094","1","1","1","","","","1"
"6413721366793633526","1","1","1","","","","1"
"6413721435445987212","","","","","","","1"
"6413721744683632905","1","1","","","","","1"
"6413721774756797713","1","1","","","","","1"
"6413721998095097437","1","1","1","","","","1"
"6413722096879345384","1","1","1","","","","1"
"6413722204245134144","1","1","1","1","1","1","1"
"6413722659520062005","","","","","","","1"
"6413722685289865827","","","","","","","1"
"6413722788369081049","","","","","","","1"
"6413723007404019435","1","1","","1","","1","1"
"6413723381074568802","1","1","","","","","1"
"6413723432605782228","1","1","1","1","","1","1"
"6413723578634670492","","","","","","","1"
"6413723600117901218","1","1","1","1","","1","1"
"6413723698902149179","1","1","1","","","","1"
"6413723767613231781","1","1","","","","","1"
"6413723819161233678","1","1","1","1","","1","1"
"6413724033901204475","","","","","","","1"
"6413724201413323537","","","","","","","1"
"6413724240068029270","","","","","","","1"
"6413724308787506105","1","1","1","","","","1"
"6413724368917048350","","","","","","","1"
"6413724377506982962","1","1","","1","","1","1"
"6413724394745563259","1","1","1","1","","1","1"
"6413724532184516889","1","1","1","1","1","1","1"
"6413724557954320690","1","1","1","1","","1","1"
"6413724579370446170","","","","","","","1"
"6413724583665413486","1","1","1","","","","1"
"6413724716868110795","1","1","1","1","","1","1"
"6413724854239959047","1","","","","","","1"
"6413725090530265798","","","","","","","1"
"6413725107643029822","1","1","1","","","","1"
"6413725266556819976","1","1","1","","","","1"
"6413725270851787277","1","1","1","","","","1"
"6413725378225969763","1","1","","","","","1"
"6413725408299135543","1","1","","1","","1","1"
"6413725498485054216","","","","","","","1"
"6413725550024661817","","","","","","","1"
"6413725747593157661","","","","","","","1"
"6413725863565669626","1","1","1","1","1","1","1"
"6413725970931457302","1","1","1","","","","1"
"6413726305938906749","1","1","1","","","","1"
"6413726323127171020","1","1","1","","","","1"
"6413726327422138318","1","1","1","1","","1","1"
"6413726336012072919","1","1","1","","","","1"
"6413726357545619174","1","1","","","","1","1"
"6413726383256713257","1","1","","","","","1"
"6413726507810765024","1","1","1","1","","1","1"
"6413726546465470728","1","1","1","","","","1"
"6413726632356421564","1","1","1","1","","1","1"
"6413726825629950110","","","","","","","1"
"6413727010380648747","","","","","","","1"
"6413727014608511348","1","1","1","","","","1"
"6413727053271612399","","","","","","","1"
"6413727315264617847","1","1","","","","","1"
"6413727362500862704","1","1","1","1","","1","1"
"6413727641673737230","","","","1","1","1","1"
"6413727718983148633","","1","","","","","1"
"6413727839309337528","1","1","1","1","","1","1"
"6413728157078192777","1","1","1","1","","1","1"
"6413728315983603377","1","1","1","","","","1"
"6413728315991982964","1","","","","","","1"
"6413728350343341789","","","","","","","1"
"6413728358941656010","1","1","1","","","","1"
"6413728436242687819","1","1","1","1","","1","1"
"6413728612403451431","1","1","1","1","","1","1"
"6413728702530660460","1","1","1","","","","1"
"6413728900166260516","","","","","","","1"
"6413728930163927447","1","1","","","","","1"
"6413728981711914928","1","1","","","","","1"
"6413729119150868589","1","1","1","","","","1"
"6413729312483121252","1","1","1","1","","1","1"
"6413729462739872738","1","1","1","","","","1"
"6413729488518056583","1","1","1","","","","1"
"6413729535762696888","1","1","1","","","","1"
"6413729595950963029","1","1","1","1","","1","1"
"6413730197179281145","1","1","","1","","1",""
"6413730454877319166","1","","","1","","1","1"
"6413730545080012837","1","1","1","1","","1","1"
"6413730686872657055","1","1","1","","","","1"
"6413731051886154532","1","1","","","","","1"
"6413731077647577751","","","","","","","1"
"6413731116302283453","1","1","1","","","","1"
"6413731374067424953","1","1","","","","","1"
"6413731382598636752","1","1","","1","","1","1"
"6413731872224909164","1","1","","","","","1"
"6413731910938337410","1","1","1","","","","1"
"6413732018253797463","1","1","1","1","","1","1"
"6413732318901508659","1","1","","","","","1"
"6413732323188094886","1","1","","","","","1"
"6413732469225364208","1","1","1","","","","1"
"6413732512175037225","","","","","","","1"
"6413732701212320482","1","1","","","","","1"
"6413732731209988459","1","1","1","","","","1"
"6413732748456960798","","","","","","","1"
"6413732782757977211","1","1","1","","","","1"
"6413733109234213998","1","1","","","","","1"
"6413733117824148601","1","1","1","1","","1","1"
"6413733225139609306","1","1","1","","","","1"
"6413733353980246995","1","1","1","1","","1","1"
"6413733830788720345","1","1","1","","","","1"
"6413734054059917084","1","1","1","1","1","1","1"
"6413734350412644438","","","","","","","1"
"6413734354774730944","1","1","","1","1","1","1"
"6413734466443880712","1","1","","","","","1"
"6413734573818063209","","","","","","","1"
"6413734672602311091","","","","","","","1"
"6413734900235578012","1","1","1","","","","1"
"6413735024722510596","1","1","1","","","","1"
"6413735071967150916","1","1","","","","","1"
"6413735329665188970","1","1","","1","","1","1"
"6413735441401457823","1","1","1","1","1","1","1"
"6413735720515611874","1","1","1","","","","1"
"6413735737695481075","1","1","1","","","","1"
"6413735741990448392","1","1","1","","","","1"
"6413735746344136186","1","1","1","","","","1"
"6413735935255578374","1","1","","","","1","1"
"6413736107121389367","1","1","1","","","","1"
"6413736695473189376","1","1","","","","","1"
"6413736721242993197","","","","","","","1"
"6413736759889300159","","","","1","","1","1"
"6413736875920536088","1","1","1","1","","1","1"
"6413736923106456327","1","1","1","","","","1"
"6413736987530965860","","","","","","","1"
"6413737833698243927","1","1","1","","","","1"
"6413737859409328159","","1","","","","","1"
"6413737983963379942","1","","","","","","1"
"6413738211588247815","","","","","","","1"
"6413738245956385375","1","1","1","1","1","1","1"
"6413738280316123848","1","1","1","","","","1"
"6413738520825893536","1","1","1","","","","1"
"6413738593848736957","1","1","","1","","1",""
"6413738808588702809","1","1","1","","","",""
"6413738894488048859","1","1","1","","","","1"
"6413738894496448171","1","1","1","","","","1"
"6413739053468957045","1","1","1","","","","1"
"6413739328279746308","1","1","1","","","","1"
"6413739427072377338","1","1","1","1","","1","1"
"6413739452900916018","1","1","1","1","","1","1"
"6413739495791854199","","","","","","","1"
"6413739500078438375","1","1","1","1","","1","1"
"6413739555921396448","1","1","1","","","","1"
"6413739616109673421","1","1","1","","","","1"
"6413739744899957809","1","1","1","","","","1"
"6413739800793267348","1","1","1","","","","1"
"6413740041252701648","1","1","1","1","1","1","1"
"6413740255992683317","1","1","1","","","","1"
"6413740286124572254","","","","","","","1"
"6413740290352421715","","","","","","","1"
"6413740337664179835","","","","","","","1"
"6413740505109170300","1","1","1","","","","1"
"6413740621064903900","1","1","1","1","","1","1"
"6413740741391106025","","","","","","","1"
"6413740861583072713","1","1","1","","","","1"
"6413741059218669775","1","1","","","","",""
"6413741282498251928","","","","","","","1"
"6413741295383153829","1","1","1","","","",""
"6413741312554639395","1","1","1","","","","1"
"6413741351276446242","1","","","1","1","1","1"
"6413741742118470513","1","1","","","","","1"
"6413741754944655275","1","1","1","1","1","1","1"
"6413741780706075158","","","","","","","1"
"6413741853787620358","","1","","","","","1"
"6413742253160862358","1","1","1","","","","1"
"6413742321880339175","1","1","","","","","1"
"6413742618224698778","","","","1","","1","1"
"6413742695534110212","1","1","","","","","1"
"6413742828686480970","1","1","1","1","","1","1"
"6413742858742867693","","","","1","","1","1"
"6413742905995892423","1","1","1","1","","1","1"
"6413742983305303865","","","","","","","1"
"6413743060673431659","","","","","","","1"
"6413743073499617284","1","1","","","","","1"
"6413743125039224924","1","1","1","","","","1"
"6413743193758701783","","","","1","","",""
"6413743623255432042","","","","","","","1"
"6413744194486083192","1","1","","1","","1","1"
"6413744482248892490","1","1","1","","","","1"
"6413744619746561617","1","1","","","","","1"
"6413744821551309506","1","1","1","","","","1"
"6413744920335557536","1","1","1","","","","1"
"6413744984818782068","","","","","","","1"
"6413745036291289007","1","1","1","","","","1"
"6413745087839282366","","","","","","","1"
"6413745521630979907","1","1","1","1","","1","1"
"6413745878113266169","","","","1","1","1","1"
"6413745912473004614","1","1","1","1","1","1",""
"6413746011257252659","1","1","1","","","","1"
"6413746075681762178","","","","1","1","1","1"
"6413746097156598692","1","1","1","","","","1"
"6413746097215312836","1","1","1","","","","1"
"6413746187350912012","1","1","1","","","","1"
"6413746470810367541","1","1","1","","","","1"
"6413746518055007869","1","1","1","","","","1"
"6413746737098340229","1","1","1","","","","1"
"6413746758573176725","","1","","1","","1","1"
"6413746990501410966","1","1","1","","","","1"
"6413747033459470703","1","1","","","","","1"
"6413747067810822352","1","1","1","","","","1"
"6413747304034023900","1","1","1","","","","1"
"6413747780842494400","1","1","","1","","1","1"
"6413747956877440887","1","1","","","","","1"
"6413748051425434294","","1","","","","","1"
"6413748128676132977","1","1","1","","","","1"
"6413748261811732086","","","","","","","1"
"6413748326244628898","","","","","","","1"
"6413748888885345528","1","1","1","","","","1"
"6413748949006483844","","","","","","","1"
"6413749052085699087","1","","","","","","1"
"6413749249662598979","1","1","","","","","1"
"6413749331258573648","1","1","","","","","1"
"6413749898202645430","1","","","","","","1"
"6413750035633211101","1","1","1","1","","1","1"
"6413750198850356722","1","1","1","","","","1"
"6413750293398364731","1","1","1","","","","1"
"6413750499489679656","1","1","1","","","",""
"6413750529621566239","1","1","1","","","","1"
"6413750533857806334","","1","","","","","1"
"6413750572512512088","1","","1","","","","1"
"6413750598273927607","1","1","1","","","","1"
"6413750632700781398","1","1","1","1","1","1","1"
"6413750645526956223","","","","","","","1"
"6413750709943077441","1","1","1","","","","1"
"6413750752892750441","","","","","","","1"
"6413750993419307815","1","1","1","","","","1"
"6413751109442151713","1","1","1","","","","1"
"6413751392842878352","1","1","1","","","","1"
"6413751392909993508","","","","1","1","1","1"
"6413751568936537796","1","1","1","","","","1"
"6413751650549305219","","","","","","","1"
"6413751727858716671","1","1","1","","","","1"
"6413751770867115906","","","","","","","1"
"6413752058562810106","1","1","1","1","","1","1"
"6413752114464499851","1","1","1","1","","1","1"
"6413752466651818460","1","1","1","","","","1"
"6413752492421622254","1","1","1","1","","1","1"
"6413752612621981046","1","1","1","1","","1","1"
"6413752621270641271","1","1","","","","",""
"6413752651335412381","","1","1","1","","1","1"
"6413752681400183491","1","1","1","","","","1"
"6413752943334463387","1","","","","","","1"
"6413753016407632949","","","","","","","1"
"6413753338471455271","1","1","1","","","","1"
"6413753377117771376","1","1","1","1","1","1","1"
"6413753385707705972","1","","1","","","","1"
"6413753707838643344","1","","","","","","1"
"6413753961241714170","1","1","1","","","","1"
"6413754218998476961","1","1","1","","","1","1"
"6413754296307888358","1","1","1","","","","1"
"6413754300544131122","1","1","","","","","1"
"6413754369263608009","1","1","1","","","","1"
"6413754575413648243","1","","","1","","1","1"
"6413754584011973104","1","","","","","","1"
"6413754794456980634","1","1","1","","","","1"
"6413754833178800973","1","1","1","","","","1"
"6413754850358670200","","","","","","","1"
"6413755142357722502","1","1","1","","","","1"
"6413755146652689808","1","1","1","","","","1"
"6413755172481217750","1","1","1","","","","1"
"6413755223962101300","1","1","1","1","","1","1"
"6413755455881944929","","","","","","","1"
"6413755554733307434","1","1","1","","","","1"
"6413755640565538799","1","1","1","","","","1"
"6413755700695081002","","","","","","","1"
"6413755760824623212","","","","","","","1"
"6413755769414557808","1","1","1","1","","1","1"
"6413755778012883366","","1","1","1","1","1",""
"6413756177436451461","1","1","1","","","","1"
"6413756551106997849","","","","","","","1"
"6413756662776147729","1","1","1","","","","1"
"6413756671424805626","1","1","1","1","1","1","1"
"6413756727259380556","1","","","","","","1"
"6413756864631219562","1","1","1","1","","1","1"
"6413757246883309296","1","1","","","","","1"
"6413757264071570112","1","1","1","","","","1"
"6413757423044083210","1","1","1","","","","1"
"6413758015690848005","1","1","","","","","1"
"6413758075811998436","1","","","","","","1"
"6413758440892610815","1","1","1","1","","1","1"
"6413758561210401390","","","","","","","1"
"6413758870389341106","1","1","1","","","","1"
"6413758883265850997","1","1","1","","","","1"
"6413759063721575529","","","","","","","1"
"6413759106612542698","1","1","1","","","","1"
"6413759132382346513","1","1","1","","","","1"
"6413759553347847709","1","1","","","","","1"
"6413759634885128679","1","1","1","","","","1"
